instance_100_2_*.air;907.699
instance_100_3_*.air;573.803
instance_100_4_*.air;403.054
instance_100_5_*.air;319.418
instance_100_6_*.air;320.286
instance_100_7_*.air;272.981
instance_100_8_*.air;309.737
instance_100_9_*.air;269.996
instance_100_10_*.air;280.768
instance_100_11_*.air;198.951
instance_100_12_*.air;219.989
instance_100_13_*.air;232.693
instance_100_14_*.air;208.993
instance_100_15_*.air;170.222
instance_100_16_*.air;152.742
instance_100_17_*.air;175.878
instance_100_18_*.air;169.063
instance_100_19_*.air;142.937
instance_100_20_*.air;168.576
instance_100_21_*.air;136.647
instance_100_22_*.air;125.487
instance_100_23_*.air;128.57
instance_100_24_*.air;111.335
instance_100_25_*.air;109.885
instance_100_26_*.air;128.249
instance_100_27_*.air;122.012
instance_100_28_*.air;122.976
instance_100_29_*.air;119.829
instance_100_30_*.air;114.687
